Customer_ID,Last_Order_Date,Recency_Days,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,Value_Segment
CUST-0323,2025-11-17,44,9,673633.9299999999,3,4,5,345,Loyal Customers,High Value
CUST-0324,2025-12-01,30,7,775777.64,3,3,5,335,Loyal Customers,High Value
CUST-0325,2025-10-08,84,6,492892.1,2,2,4,224,Lost Customers,High Value
CUST-0326,2025-08-29,124,6,175250.39,1,2,2,122,Lost Customers,Low Value
CUST-0327,2025-10-21,71,5,291057.76,2,2,3,223,Lost Customers,Medium Value
CUST-0328,2025-10-11,81,7,220370.49,2,3,2,232,At Risk,Low Value
CUST-0329,2025-12-31,0,10,485325.03,5,5,4,554,Champions,Medium Value
CUST-0330,2025-10-18,74,6,221653.14,2,2,2,222,Lost Customers,Low Value
CUST-0331,2025-12-15,16,3,57182.600000000006,4,1,1,411,New Customers,Low Value
CUST-0332,2025-12-29,2,9,498416.93,5,4,4,544,Champions,High Value
CUST-0333,2025-12-03,28,7,392348.45,3,3,3,333,Loyal Customers,Medium Value
CUST-0334,2025-11-19,42,8,462136.15,3,4,4,344,Loyal Customers,Medium Value
CUST-0335,2025-12-24,7,6,277773.65,5,2,2,522,New Customers,Medium Value
CUST-0336,2025-11-24,37,11,498473.74,3,5,4,354,Loyal Customers,High Value
CUST-0337,2025-12-23,8,3,206361.68000000002,5,1,2,512,New Customers,Low Value
CUST-0338,2025-12-30,1,9,801150.13,5,4,5,545,Champions,High Value
CUST-0339,2025-12-21,10,7,218105.16,5,3,2,532,Loyal Customers,Low Value
CUST-0340,2025-12-09,22,5,400190.31,4,2,3,423,New Customers,Medium Value
CUST-0341,2025-10-01,91,3,79974.24,1,1,1,111,Lost Customers,Low Value
CUST-0342,2025-10-04,88,8,511893.6,1,4,4,144,At Risk,High Value
CUST-0343,2025-12-10,21,6,182561.35,4,2,2,422,New Customers,Low Value
CUST-0344,2025-12-27,4,7,462636.51,5,3,4,534,Loyal Customers,Medium Value
CUST-0345,2025-12-18,13,4,531209.12,4,1,4,414,New Customers,High Value
CUST-0346,2025-12-24,7,4,113531.32,5,1,1,511,New Customers,Low Value
CUST-0347,2025-10-30,62,11,349170.76,2,5,3,253,At Risk,Medium Value
CUST-0348,2025-11-03,58,6,236548.66999999998,2,2,2,222,Lost Customers,Low Value
CUST-0349,2025-12-27,4,4,211106.15,5,1,2,512,New Customers,Low Value
CUST-0350,2025-08-30,123,5,57630.06,1,2,1,121,Lost Customers,Low Value
CUST-0351,2025-12-09,22,6,135143.4,4,2,1,421,New Customers,Low Value
CUST-0352,2025-10-12,80,7,256792.59,2,3,2,232,At Risk,Medium Value
CUST-0353,2025-11-19,42,6,370479.83999999997,3,2,3,323,Potential Customers,Medium Value
CUST-0354,2025-12-08,23,7,467055.01999999996,4,3,4,434,Loyal Customers,Medium Value
CUST-0355,2025-10-04,88,6,457271.49,1,2,4,124,Lost Customers,Medium Value
CUST-0356,2025-12-02,29,10,1011977.0,3,5,5,355,Loyal Customers,High Value
CUST-0357,2025-11-03,58,6,305788.16000000003,2,2,3,223,Lost Customers,Medium Value
CUST-0358,2025-08-23,130,4,49288.53,1,1,1,111,Lost Customers,Low Value
CUST-0359,2025-10-28,64,7,612955.72,2,3,4,234,At Risk,High Value
CUST-0360,2025-11-26,35,9,438834.55,3,4,4,344,Loyal Customers,Medium Value
CUST-0361,2025-10-20,72,3,33247.59,2,1,1,211,Lost Customers,Low Value
CUST-0362,2025-12-21,10,8,218348.47,5,4,2,542,Loyal Customers,Low Value
CUST-0363,2025-11-23,38,4,70762.69,3,1,1,311,Potential Customers,Low Value
CUST-0364,2025-12-06,25,7,609848.0,4,3,4,434,Loyal Customers,High Value
CUST-0365,2025-12-22,9,6,886145.21,5,2,5,525,New Customers,High Value
CUST-0366,2025-12-23,8,8,373913.67000000004,5,4,3,543,Loyal Customers,Medium Value
CUST-0367,2025-12-08,23,4,159144.32,4,1,1,411,New Customers,Low Value
CUST-0368,2025-11-19,42,11,331781.57,3,5,3,353,Loyal Customers,Medium Value
CUST-0369,2025-10-02,90,3,188500.84000000003,1,1,2,112,Lost Customers,Low Value
CUST-0370,2025-12-25,6,2,18732.760000000002,5,1,1,511,New Customers,Low Value
CUST-0371,2025-12-11,20,11,909679.54,4,5,5,455,Champions,High Value
CUST-0372,2025-11-23,38,6,725120.64,3,2,5,325,Potential Customers,High Value
CUST-0373,2025-11-17,44,2,109877.95999999999,3,1,1,311,Potential Customers,Low Value
CUST-0374,2025-11-22,39,7,591117.79,3,3,4,334,Loyal Customers,High Value
CUST-0375,2025-12-19,12,11,928007.2400000001,4,5,5,455,Champions,High Value
CUST-0376,2025-12-28,3,7,415616.22000000003,5,3,3,533,Loyal Customers,Medium Value
CUST-0377,2025-11-13,48,8,157705.46,3,4,1,341,Loyal Customers,Low Value
CUST-0378,2025-09-11,111,5,122982.96,1,2,1,121,Lost Customers,Low Value
CUST-0379,2025-12-27,4,5,297373.74,5,2,3,523,New Customers,Medium Value
CUST-0380,2025-11-06,55,6,397335.72,2,2,3,223,Lost Customers,Medium Value
CUST-0381,2025-06-09,205,4,540238.98,1,1,4,114,Lost Customers,High Value
CUST-0382,2025-12-25,6,6,351003.77999999997,5,2,3,523,New Customers,Medium Value
CUST-0383,2025-12-07,24,8,503506.25,4,4,4,444,Champions,High Value
CUST-0384,2025-12-24,7,10,1002192.2,5,5,5,555,Champions,High Value
CUST-0385,2025-12-13,18,7,195165.45,4,3,2,432,Loyal Customers,Low Value
CUST-0386,2025-09-11,111,5,34157.03,1,2,1,121,Lost Customers,Low Value
CUST-0387,2025-12-18,13,4,36940.36,4,1,1,411,New Customers,Low Value
CUST-0388,2025-12-19,12,6,296460.57,4,2,3,423,New Customers,Medium Value
CUST-0389,2025-12-05,26,11,943519.05,4,5,5,455,Champions,High Value
CUST-0390,2025-12-07,24,6,93889.22,4,2,1,421,New Customers,Low Value
CUST-0391,2025-12-23,8,11,846963.42,5,5,5,555,Champions,High Value
CUST-0392,2025-12-16,15,9,413926.37,4,4,3,443,Loyal Customers,Medium Value
CUST-0393,2025-12-18,13,5,361072.2,4,2,3,423,New Customers,Medium Value
CUST-0394,2025-10-19,73,7,499922.06,2,3,4,234,At Risk,High Value
CUST-0395,2025-12-29,2,5,325481.15,5,2,3,523,New Customers,Medium Value
CUST-0396,2025-10-31,61,5,94711.66,2,2,1,221,Lost Customers,Low Value
CUST-0397,2025-12-28,3,9,818515.89,5,4,5,545,Champions,High Value
CUST-0398,2025-11-09,52,5,467082.39,2,2,4,224,Lost Customers,Medium Value
CUST-0399,2025-12-18,13,6,801828.74,4,2,5,425,New Customers,High Value
CUST-0400,2025-11-25,36,5,227515.97,3,2,2,322,Potential Customers,Low Value
CUST-0401,2025-12-03,28,13,391527.11,3,5,3,353,Loyal Customers,Medium Value
CUST-0402,2025-12-12,19,11,760151.4400000001,4,5,5,455,Champions,High Value
CUST-0403,2025-10-22,70,7,288012.44,2,3,3,233,At Risk,Medium Value
CUST-0404,2025-11-17,44,6,614412.02,3,2,4,324,Potential Customers,High Value
CUST-0405,2025-11-18,43,5,716070.2,3,2,5,325,Potential Customers,High Value
CUST-0406,2025-08-07,146,3,59763.39,1,1,1,111,Lost Customers,Low Value
CUST-0407,2025-11-02,59,11,129915.21999999999,2,5,1,251,At Risk,Low Value
CUST-0408,2025-08-28,125,5,178548.09,1,2,2,122,Lost Customers,Low Value
CUST-0409,2025-12-04,27,6,1121601.9100000001,3,2,5,325,Potential Customers,High Value
CUST-0410,2025-10-30,62,6,84637.17,2,2,1,221,Lost Customers,Low Value
CUST-0411,2025-10-23,69,9,387598.39,2,4,3,243,At Risk,Medium Value
CUST-0412,2025-12-31,0,10,300756.29,5,5,3,553,Loyal Customers,Medium Value
CUST-0413,2025-11-26,35,7,988838.4199999999,3,3,5,335,Loyal Customers,High Value
CUST-0414,2025-12-02,29,7,579136.04,3,3,4,334,Loyal Customers,High Value
CUST-0415,2025-10-14,78,8,479285.56,2,4,4,244,At Risk,Medium Value
CUST-0416,2025-12-12,19,6,327422.23,4,2,3,423,New Customers,Medium Value
CUST-0417,2025-08-24,129,3,38834.69,1,1,1,111,Lost Customers,Low Value
CUST-0418,2025-12-27,4,5,657206.87,5,2,5,525,New Customers,High Value
CUST-0419,2025-11-04,57,5,336730.74,2,2,3,223,Lost Customers,Medium Value
CUST-0420,2025-11-25,36,4,212600.41,3,1,2,312,Potential Customers,Low Value
CUST-0421,2025-12-14,17,14,1082504.73,4,5,5,455,Champions,High Value
CUST-0422,2025-12-17,14,8,344986.28,4,4,3,443,Loyal Customers,Medium Value
CUST-0423,2025-09-24,98,6,213288.63999999998,1,2,2,122,Lost Customers,Low Value
CUST-0424,2025-08-20,133,3,81416.87000000001,1,1,1,111,Lost Customers,Low Value
CUST-0425,2025-08-19,134,6,211286.74,1,2,2,122,Lost Customers,Low Value
CUST-0426,2025-12-28,3,8,459743.39,5,4,4,544,Champions,Medium Value
CUST-0427,2025-12-10,21,13,480826.65,4,5,4,454,Champions,Medium Value
CUST-0428,2025-05-29,216,5,275141.11,1,2,2,122,Lost Customers,Medium Value
CUST-0429,2025-12-08,23,5,65947.52,4,2,1,421,New Customers,Low Value
CUST-0430,2025-05-07,238,5,76979.64,1,2,1,121,Lost Customers,Low Value
CUST-0431,2025-10-09,83,6,694342.8200000001,2,2,5,225,Lost Customers,High Value
CUST-0432,2025-09-22,100,6,145096.01,1,2,1,121,Lost Customers,Low Value
CUST-0433,2025-12-24,7,7,120737.98,5,3,1,531,Loyal Customers,Low Value
CUST-0434,2025-08-27,126,8,313310.0,1,4,3,143,At Risk,Medium Value
CUST-0435,2025-12-26,5,7,599106.45,5,3,4,534,Loyal Customers,High Value
CUST-0436,2025-07-12,172,2,136432.63,1,1,1,111,Lost Customers,Low Value
CUST-0437,2025-11-23,38,8,582236.44,3,4,4,344,Loyal Customers,High Value
CUST-0438,2025-10-21,71,6,111905.66,2,2,1,221,Lost Customers,Low Value
CUST-0439,2025-09-12,110,7,532583.6699999999,1,3,4,134,At Risk,High Value
CUST-0440,2025-11-25,36,11,670554.94,3,5,5,355,Loyal Customers,High Value
CUST-0441,2025-12-05,26,10,444625.27999999997,4,5,4,454,Champions,Medium Value
CUST-0442,2025-11-22,39,10,660295.47,3,5,5,355,Loyal Customers,High Value
CUST-0443,2025-11-22,39,9,214699.67,3,4,2,342,Loyal Customers,Low Value
CUST-0444,2025-11-27,34,5,259155.91,3,2,2,322,Potential Customers,Medium Value
CUST-0445,2025-06-03,211,5,559338.8099999999,1,2,4,124,Lost Customers,High Value
CUST-0446,2025-08-19,134,6,439695.93,1,2,4,124,Lost Customers,Medium Value
CUST-0447,2025-12-28,3,6,110005.56,5,2,1,521,New Customers,Low Value
CUST-0448,2025-10-21,71,11,1227064.63,2,5,5,255,At Risk,High Value
CUST-0449,2025-12-29,2,10,409611.49,5,5,3,553,Loyal Customers,Medium Value
CUST-0450,2025-12-13,18,11,775804.16,4,5,5,455,Champions,High Value
CUST-0451,2025-12-31,0,5,312251.96,5,2,3,523,New Customers,Medium Value
CUST-0452,2025-11-09,52,3,392756.43,2,1,3,213,Lost Customers,Medium Value
CUST-0453,2025-09-16,106,5,278545.12,1,2,2,122,Lost Customers,Medium Value
CUST-0454,2025-10-07,85,6,108001.18,2,2,1,221,Lost Customers,Low Value
CUST-0455,2025-11-25,36,9,767766.81,3,4,5,345,Loyal Customers,High Value
CUST-0456,2025-12-24,7,5,858967.84,5,2,5,525,New Customers,High Value
CUST-0457,2025-12-20,11,6,296606.42,5,2,3,523,New Customers,Medium Value
CUST-0458,2025-12-03,28,6,217317.16,3,2,2,322,Potential Customers,Low Value
CUST-0459,2025-12-28,3,5,246711.45,5,2,2,522,New Customers,Medium Value
CUST-0460,2025-10-01,91,5,100909.59,1,2,1,121,Lost Customers,Low Value
CUST-0461,2025-12-03,28,9,1164793.52,3,4,5,345,Loyal Customers,High Value
CUST-0462,2025-11-15,46,7,348239.86,3,3,3,333,Loyal Customers,Medium Value
CUST-0463,2025-11-27,34,11,918315.98,3,5,5,355,Loyal Customers,High Value
CUST-0464,2025-11-13,48,4,302217.07,3,1,3,313,Potential Customers,Medium Value
CUST-0465,2025-11-26,35,7,266793.97,3,3,2,332,Loyal Customers,Medium Value
CUST-0466,2025-12-22,9,5,194909.9,5,2,2,522,New Customers,Low Value
CUST-0467,2025-12-06,25,9,478284.89,4,4,4,444,Champions,Medium Value
CUST-0468,2025-12-18,13,8,365025.54000000004,4,4,3,443,Loyal Customers,Medium Value
CUST-0469,2025-10-30,62,5,416404.0,2,2,3,223,Lost Customers,Medium Value
CUST-0470,2025-11-28,33,1,2721.0,3,1,1,311,Potential Customers,Low Value
CUST-0471,2025-12-18,13,5,134713.0,4,2,1,421,New Customers,Low Value
CUST-0472,2025-12-02,29,6,209074.64,3,3,2,332,Loyal Customers,Low Value
CUST-0473,2025-12-12,19,5,335125.33999999997,4,2,3,423,New Customers,Medium Value
CUST-0474,2025-12-19,12,4,320952.16000000003,4,1,3,413,New Customers,Medium Value
CUST-0475,2025-10-21,71,10,414386.46,2,5,3,253,At Risk,Medium Value
CUST-0476,2025-12-04,27,11,561118.0,3,5,4,354,Loyal Customers,High Value
CUST-0477,2025-10-17,75,5,492930.16000000003,2,2,4,224,Lost Customers,High Value
CUST-0478,2025-09-27,95,8,345060.86,1,4,3,143,At Risk,Medium Value
CUST-0479,2025-11-29,32,6,335932.02999999997,3,3,3,333,Loyal Customers,Medium Value
CUST-0480,2025-12-28,3,12,550590.72,5,5,4,554,Champions,High Value
CUST-0481,2025-12-07,24,5,375884.49,4,2,3,423,New Customers,Medium Value
CUST-0482,2025-11-29,32,5,91704.31,3,2,1,321,Potential Customers,Low Value
CUST-0483,2025-12-22,9,14,1041261.99,5,5,5,555,Champions,High Value
CUST-0484,2025-11-24,37,7,233489.52,3,3,2,332,Loyal Customers,Low Value
CUST-0485,2025-12-12,19,6,60985.33,4,3,1,431,Loyal Customers,Low Value
CUST-0486,2025-09-27,95,6,271631.91,1,3,2,132,At Risk,Medium Value
CUST-0487,2025-09-11,111,3,283443.04,1,1,2,112,Lost Customers,Medium Value
CUST-0488,2025-12-21,10,6,578035.9099999999,5,3,4,534,Loyal Customers,High Value
CUST-0489,2025-11-12,49,4,86111.79999999999,2,1,1,211,Lost Customers,Low Value
CUST-0490,2025-12-03,28,7,891829.46,3,3,5,335,Loyal Customers,High Value
CUST-0491,2025-12-20,11,9,511603.31,5,4,4,544,Champions,High Value
CUST-0492,2025-11-19,42,6,57404.65,3,3,1,331,Loyal Customers,Low Value
CUST-0493,2025-12-25,6,7,977006.71,5,3,5,535,Loyal Customers,High Value
CUST-0494,2025-11-03,58,4,129945.45000000001,2,1,1,211,Lost Customers,Low Value
CUST-0495,2025-12-04,27,8,328321.65,3,4,3,343,Loyal Customers,Medium Value
CUST-0496,2025-06-09,205,4,323363.88,1,1,3,113,Lost Customers,Medium Value
CUST-0497,2025-12-14,17,8,388031.88,4,4,3,443,Loyal Customers,Medium Value
CUST-0498,2025-11-02,59,5,572821.7,2,2,4,224,Lost Customers,High Value
CUST-0499,2025-12-03,28,9,537463.3099999999,3,4,4,344,Loyal Customers,High Value
CUST-0500,2025-12-08,23,9,675312.4,4,4,5,445,Champions,High Value
CUST-0501,2025-10-17,75,10,647260.53,2,5,5,255,At Risk,High Value
CUST-0502,2025-12-29,2,11,1018792.4199999999,5,5,5,555,Champions,High Value
CUST-0503,2025-12-02,29,3,301646.73,3,1,3,313,Potential Customers,Medium Value
CUST-0504,2025-12-22,9,6,535083.85,5,3,4,534,Loyal Customers,High Value
CUST-0505,2025-12-04,27,6,80641.83,3,3,1,331,Loyal Customers,Low Value
CUST-0506,2025-11-22,39,4,76227.43000000001,3,1,1,311,Potential Customers,Low Value
CUST-0507,2025-10-31,61,3,437496.36,2,1,4,214,Lost Customers,Medium Value
CUST-0508,2025-11-05,56,5,186835.36,2,2,2,222,Lost Customers,Low Value
CUST-0509,2025-11-28,33,11,966115.71,3,5,5,355,Loyal Customers,High Value
CUST-0510,2025-12-17,14,9,546343.49,4,4,4,444,Champions,High Value
CUST-0511,2025-10-29,63,11,382099.02,2,5,3,253,At Risk,Medium Value
CUST-0512,2025-12-27,4,6,106851.40000000001,5,3,1,531,Loyal Customers,Low Value
CUST-0513,2025-12-02,29,9,847408.01,3,4,5,345,Loyal Customers,High Value
CUST-0514,2025-08-29,124,4,504173.42,1,1,4,114,Lost Customers,High Value
CUST-0515,2025-12-15,16,11,484137.14,4,5,4,454,Champions,Medium Value
CUST-0516,2025-12-01,30,11,725094.19,3,5,5,355,Loyal Customers,High Value
CUST-0517,2025-12-27,4,6,359911.04,5,3,3,533,Loyal Customers,Medium Value
CUST-0518,2025-11-17,44,10,498270.72,3,5,4,354,Loyal Customers,High Value
CUST-0519,2025-11-05,56,4,147309.07,2,1,1,211,Lost Customers,Low Value
CUST-0520,2025-12-22,9,5,391099.22000000003,5,2,3,523,New Customers,Medium Value
CUST-0521,2025-12-12,19,7,519403.29000000004,4,3,4,434,Loyal Customers,High Value
CUST-0522,2025-12-02,29,4,131087.64,3,1,1,311,Potential Customers,Low Value
CUST-0523,2025-12-31,0,8,480992.54000000004,5,4,4,544,Champions,Medium Value
CUST-0524,2025-10-31,61,6,332001.88,2,3,3,233,At Risk,Medium Value
CUST-0525,2025-12-17,14,9,312612.17,4,4,3,443,Loyal Customers,Medium Value
CUST-0526,2025-12-17,14,13,1053025.54,4,5,5,455,Champions,High Value
CUST-0527,2025-04-24,251,2,77515.1,1,1,1,111,Lost Customers,Low Value
CUST-0528,2025-08-18,135,4,346498.95,1,1,3,113,Lost Customers,Medium Value
CUST-0529,2025-12-26,5,8,261363.26,5,4,2,542,Loyal Customers,Medium Value
CUST-0530,2025-10-18,74,4,247458.61,2,1,2,212,Lost Customers,Medium Value
CUST-0531,2025-08-17,136,3,222671.75,1,1,2,112,Lost Customers,Low Value
CUST-0532,2025-12-28,3,8,263610.94,5,4,2,542,Loyal Customers,Medium Value
CUST-0533,2025-12-13,18,6,242775.01,4,3,2,432,Loyal Customers,Low Value
CUST-0534,2025-12-23,8,6,251947.09000000003,5,3,2,532,Loyal Customers,Medium Value
CUST-0535,2025-11-25,36,7,219486.84,3,3,2,332,Loyal Customers,Low Value
CUST-0536,2025-12-14,17,9,589338.33,4,4,4,444,Champions,High Value
CUST-0537,2025-10-24,68,10,667288.53,2,5,5,255,At Risk,High Value
CUST-0538,2025-12-29,2,8,226638.25,5,4,2,542,Loyal Customers,Low Value
CUST-0539,2025-12-11,20,9,226031.91,4,4,2,442,Loyal Customers,Low Value
CUST-0540,2025-12-16,15,10,715570.3099999999,4,5,5,455,Champions,High Value
CUST-0541,2025-08-04,149,7,510590.41000000003,1,3,4,134,At Risk,High Value
CUST-0542,2025-11-17,44,6,94483.91,3,3,1,331,Loyal Customers,Low Value
CUST-0543,2025-12-20,11,6,93240.48,5,3,1,531,Loyal Customers,Low Value
CUST-0544,2025-12-04,27,10,664115.5800000001,3,5,5,355,Loyal Customers,High Value
CUST-0545,2025-10-27,65,6,66000.31999999999,2,3,1,231,At Risk,Low Value
CUST-0546,2025-11-26,35,6,727554.26,3,3,5,335,Loyal Customers,High Value
CUST-0547,2025-12-14,17,10,391384.51999999996,4,5,3,453,Loyal Customers,Medium Value
CUST-0548,2025-12-22,9,7,361678.41,5,3,3,533,Loyal Customers,Medium Value
CUST-0549,2025-12-19,12,5,319722.48000000004,4,2,3,423,New Customers,Medium Value
CUST-0550,2025-10-12,80,6,128545.47,2,3,1,231,At Risk,Low Value
CUST-0551,2025-12-11,20,5,366889.89,4,2,3,423,New Customers,Medium Value
CUST-0552,2025-12-15,16,10,437856.17,4,5,4,454,Champions,Medium Value
CUST-0553,2025-12-08,23,9,831732.26,4,4,5,445,Champions,High Value
CUST-0554,2025-09-29,93,4,37483.59,1,1,1,111,Lost Customers,Low Value
CUST-0555,2025-12-31,0,6,459536.28,5,3,4,534,Loyal Customers,Medium Value
CUST-0556,2025-10-10,82,10,489081.83999999997,2,5,4,254,At Risk,High Value
CUST-0557,2025-11-19,42,6,218761.98,3,3,2,332,Loyal Customers,Low Value
CUST-0558,2025-09-02,120,6,296295.59,1,3,3,133,At Risk,Medium Value
CUST-0559,2025-11-17,44,3,20791.02,3,1,1,311,Potential Customers,Low Value
CUST-0560,2025-11-15,46,8,236156.94,3,4,2,342,Loyal Customers,Low Value
CUST-0561,2025-11-03,58,6,480814.26,2,3,4,234,At Risk,Medium Value
CUST-0562,2025-12-26,5,5,127827.22,5,2,1,521,New Customers,Low Value
CUST-0563,2025-09-29,93,5,417512.02,1,2,3,123,Lost Customers,Medium Value
CUST-0564,2025-08-19,134,4,218098.51,1,1,2,112,Lost Customers,Low Value
CUST-0565,2025-12-26,5,7,726359.53,5,3,5,535,Loyal Customers,High Value
CUST-0566,2025-11-18,43,10,300247.52,3,5,3,353,Loyal Customers,Medium Value
CUST-0567,2025-12-31,0,2,20794.53,5,1,1,511,New Customers,Low Value
CUST-0568,2025-11-22,39,7,426840.28,3,3,4,334,Loyal Customers,Medium Value
CUST-0569,2025-09-11,111,8,229441.58,1,4,2,142,At Risk,Low Value
CUST-0570,2025-12-26,5,7,219292.31,5,3,2,532,Loyal Customers,Low Value
CUST-0571,2025-10-25,67,5,231313.61,2,2,2,222,Lost Customers,Low Value
CUST-0572,2025-11-01,60,4,180002.75999999998,2,1,2,212,Lost Customers,Low Value
CUST-0573,2025-10-07,85,6,185910.55,2,3,2,232,At Risk,Low Value
CUST-0574,2025-12-10,21,7,580932.29,4,3,4,434,Loyal Customers,High Value
CUST-0575,2025-10-17,75,7,339869.96,2,3,3,233,At Risk,Medium Value
CUST-0576,2025-10-01,91,7,406782.04,1,3,3,133,At Risk,Medium Value
CUST-0577,2025-12-31,0,7,552000.88,5,3,4,534,Loyal Customers,High Value
CUST-0578,2025-12-27,4,11,1090392.5999999999,5,5,5,555,Champions,High Value
CUST-0579,2025-07-14,170,3,322337.16000000003,1,1,3,113,Lost Customers,Medium Value
CUST-0580,2025-09-13,109,5,165709.44,1,2,2,122,Lost Customers,Low Value
CUST-0581,2025-09-15,107,8,240462.06,1,4,2,142,At Risk,Low Value
CUST-0582,2025-08-31,122,10,260149.73,1,5,2,152,At Risk,Medium Value
CUST-0583,2025-12-24,7,6,783299.3800000001,5,3,5,535,Loyal Customers,High Value
CUST-0584,2025-11-21,40,4,59649.96,3,1,1,311,Potential Customers,Low Value
CUST-0585,2025-08-13,140,7,321326.35000000003,1,3,3,133,At Risk,Medium Value
CUST-0586,2025-09-28,94,6,306052.1,1,3,3,133,At Risk,Medium Value
CUST-0587,2025-12-04,27,4,237704.03999999998,3,1,2,312,Potential Customers,Low Value
CUST-0588,2025-12-08,23,9,610351.97,4,4,4,444,Champions,High Value
CUST-0589,2025-12-12,19,7,212504.63999999998,4,3,2,432,Loyal Customers,Low Value
CUST-0590,2025-12-24,7,9,689519.66,5,4,5,545,Champions,High Value
CUST-0591,2025-12-10,21,10,663975.1699999999,4,5,5,455,Champions,High Value
CUST-0592,2025-12-05,26,8,255473.94,4,4,2,442,Loyal Customers,Medium Value
CUST-0593,2025-11-01,60,10,320079.45,2,5,3,253,At Risk,Medium Value
CUST-0594,2025-12-14,17,5,188006.19,4,2,2,422,New Customers,Low Value
CUST-0595,2025-11-30,31,4,76640.85,3,1,1,311,Potential Customers,Low Value
CUST-0596,2025-12-28,3,6,867098.53,5,3,5,535,Loyal Customers,High Value
CUST-0597,2025-11-01,60,9,149923.81,2,4,1,241,At Risk,Low Value
CUST-0598,2025-12-25,6,8,166991.37,5,4,2,542,Loyal Customers,Low Value
CUST-0599,2025-11-07,54,8,451809.21,2,4,4,244,At Risk,Medium Value
CUST-0600,2025-10-12,80,3,126363.76,2,1,1,211,Lost Customers,Low Value
CUST-0601,2025-10-23,69,6,158153.4,2,3,1,231,At Risk,Low Value
CUST-0602,2025-12-30,1,7,134577.42,5,3,1,531,Loyal Customers,Low Value
CUST-0603,2025-11-29,32,6,488190.29000000004,3,3,4,334,Loyal Customers,High Value
CUST-0604,2025-11-12,49,5,229027.86,2,2,2,222,Lost Customers,Low Value
CUST-0605,2025-11-19,42,12,416071.77,3,5,3,353,Loyal Customers,Medium Value
CUST-0606,2025-07-06,178,5,208053.44,1,2,2,122,Lost Customers,Low Value
CUST-0607,2025-12-26,5,8,637242.95,5,4,5,545,Champions,High Value
CUST-0608,2025-11-28,33,8,325199.5,3,4,3,343,Loyal Customers,Medium Value
CUST-0609,2025-12-03,28,5,204906.24000000002,3,2,2,322,Potential Customers,Low Value
CUST-0610,2025-11-01,60,5,510432.94,2,2,4,224,Lost Customers,High Value
CUST-0611,2025-06-16,198,6,589290.55,1,3,4,134,At Risk,High Value
CUST-0612,2025-11-16,45,6,876245.54,3,3,5,335,Loyal Customers,High Value
CUST-0613,2025-12-24,7,3,62763.54,5,1,1,511,New Customers,Low Value
CUST-0614,2025-12-05,26,5,351324.09,4,2,3,423,New Customers,Medium Value
CUST-0615,2025-06-18,196,4,365966.97,1,1,3,113,Lost Customers,Medium Value
CUST-0616,2025-12-05,26,7,166455.58000000002,4,3,2,432,Loyal Customers,Low Value
CUST-0617,2025-10-03,89,8,796210.79,1,4,5,145,At Risk,High Value
CUST-0618,2025-12-24,7,12,603973.59,5,5,4,554,Champions,High Value
CUST-0619,2025-07-07,177,4,294835.64,1,1,3,113,Lost Customers,Medium Value
CUST-0620,2025-11-21,40,9,436026.02,3,4,4,344,Loyal Customers,Medium Value
CUST-0621,2025-12-02,29,12,477070.64,3,5,4,354,Loyal Customers,Medium Value
CUST-0622,2025-10-26,66,5,526074.14,2,2,4,224,Lost Customers,High Value
CUST-0623,2025-12-08,23,7,844986.16,4,3,5,435,Loyal Customers,High Value
CUST-0624,2025-11-23,38,8,1047925.98,3,4,5,345,Loyal Customers,High Value
CUST-0625,2025-11-07,54,5,233186.99,2,2,2,222,Lost Customers,Low Value
CUST-0626,2025-11-17,44,5,89934.26000000001,3,2,1,321,Potential Customers,Low Value
CUST-0627,2025-12-21,10,5,123810.68,5,2,1,521,New Customers,Low Value
CUST-0628,2025-12-20,11,5,527601.26,5,2,4,524,New Customers,High Value
CUST-0629,2025-12-10,21,9,1004857.73,4,4,5,445,Champions,High Value
CUST-0630,2025-10-01,91,7,593155.63,1,3,4,134,At Risk,High Value
CUST-0631,2025-10-26,66,5,443830.51,2,2,4,224,Lost Customers,Medium Value
CUST-0632,2025-12-20,11,12,746651.0,5,5,5,555,Champions,High Value
CUST-0633,2025-11-05,56,5,371122.63,2,2,3,223,Lost Customers,Medium Value
CUST-0634,2025-11-16,45,11,338190.8,3,5,3,353,Loyal Customers,Medium Value
CUST-0635,2025-11-26,35,7,609298.4299999999,3,3,4,334,Loyal Customers,High Value
CUST-0636,2025-10-23,69,6,346885.39,2,3,3,233,At Risk,Medium Value
CUST-0637,2025-12-06,25,10,855192.8300000001,4,5,5,455,Champions,High Value
CUST-0638,2025-10-07,85,5,167089.85,2,2,2,222,Lost Customers,Low Value
CUST-0639,2025-12-23,8,13,532593.23,5,5,4,554,Champions,High Value
CUST-0640,2025-11-09,52,5,568488.77,2,2,4,224,Lost Customers,High Value
CUST-0641,2025-10-21,71,6,1174421.8499999999,2,3,5,235,At Risk,High Value
CUST-0642,2025-11-06,55,9,520842.05,2,4,4,244,At Risk,High Value
CUST-0643,2025-12-07,24,9,327211.14999999997,4,5,3,453,Loyal Customers,Medium Value
CUST-0644,2025-09-03,119,6,249382.43999999997,1,3,2,132,At Risk,Medium Value
CUST-0645,2025-11-12,49,9,426649.51,2,5,3,253,At Risk,Medium Value
